,ID,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
0,3951688,Kung Fu Weapons - The Flexible Weapons,5.0,5,0.5,1,Health & Fitness,Self Defense,Martial Arts,Michael Stelzer Ph.D.,English,False,0,0,0,1 hour,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3510840,Transform your life past trauma to a new evolving world.,0,0,0,0,Personal Development,Personal Transformation,Spiritual Healing,Karen Jimenez,English,False,0,0,0,1 hour,4,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3199508,"NEBOSH-IGC, Element-8,Manual and Mechanical Handling Hazards",3.8,5,0.5,13,Health & Fitness,Safety & First Aid,NEBOSH,Dr Faizuddin Syed,English,False,0,0,0,2 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3283816,Transform yourself from a Manager to a Leader,5.0,5,0.5,1,Teaching & Academics,Social Science,Leadership,Amit Kanti Ganguly,English,False,0,0,0,5.5 hours,13,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3316360,Become a Natural Cancer Protocol Specialist,5.0,5,0.5,1,Health & Fitness,General Health,Natural Pharmacy,Diana Wright,English,False,0,61,0,1 hour,2,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3017800,Speak Up! Public Speaking for Leadership Development,4.6,5,0.5,554,Personal Development,Leadership,Public Speaking,Rebecca Martin,English,False,0,0,0,1.5 hours,24,No,78.98,
0,3588078,14 Day Film Photography Challenge,0,0,0,0,Photography & Video,Photography,,Ahsan Abbas,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3610050,Complete Chess Course for Beginners: Become a Chess Master,5.0,5,0.5,1,Lifestyle,Gaming,Chess,Studiosus Learning,English,False,0,0,0,5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4122968,Adobe Captivate 2019 course for beginners || GET CERTIFICATE,4.6,5,0.5,22,IT & Software,Hardware,Adobe Captivate,Easy Learning Academy,English,False,0,0,0,2 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1085344,Becoming Aquaculture Expert (Part 1),4.3,5,0.5,217,Teaching & Academics,Science,Aquaculture,Hidayah Taufek,English,False,0,2,0,1 hour,13,Yes,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4047536,C_TM_95 | SAP Transportation Management 9.5 Certification Qu,4.2,5,0.5,2,Office Productivity,SAP,SAP Certified Application Associate - SAP Transportation Management,Rohit Redhu,English,False,5,0,0,,0,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3526452,PIC Microcontroller Flame Detector,4.9,5,0.5,10,IT & Software,Hardware,PIC Microcontroller,Educational Engineering Team,English,False,0,3,0,2 hours,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2768678,Learn Creating Premium Wordpress Website with Elementor 2020,4.6,5,0.5,153,Development,No-Code Development,Elementor,Supriyo Kundu,English,False,0,1,0,5.5 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2406934,Importing Finance Data with Python from Free Web Sources,4.8,5,0.5,208,Office Productivity,Other Office Productivity,Python,Alexander Hagmann,English,False,0,6,0,7.5 hours,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3968972,Performance Management and Spreadsheet,0,0,0,0,Finance & Accounting,Other Finance & Accounting,Management Accounting,Navkar Digital Institute,English,False,0,0,0,4 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,806130,Risk Management: An Introduction,4.3,5,0.5,643,Finance & Accounting,Compliance,Risk Management,Tanuja Yadav,English,False,0,0,0,1.5 hours,3,No,29.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,266798,Social Media Marketing : Hospitality & Travel Professionals,3.5,5,0.5,79,Lifestyle,Travel,Social Media Marketing,Brian Cliette,English,False,0,45,0,1 hour,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4168764,Manage E-commerce Product Catalog using Chatbot,0,0,0,0,Development,Software Development Tools,Microsoft Bot Framework,Jagdish Kumawat,English,False,0,1,0,35 mins,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2013158,SAP S/4 HANA EWM - Extended Warehouse Management,3.9,5,0.5,854,Office Productivity,SAP,SAP S/4HANA,Ricardo Naya,English,False,0,1,0,3 hours,18,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1034280,Play Piano 12: Improvise on Unchained Melody Chords in G Key,5.0,5,0.5,3,Music,Music Fundamentals,Piano Chords,Rosa Suen,English,False,0,23,0,1.5 hours,21,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4143798,Oil painting for beginners - Beautiful Beach,5.0,5,0.5,2,Lifestyle,Arts & Crafts,Oil Painting,Nor Aishah Binti Alli,English,False,0,0,0,2.5 hours,0,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3590570,Learn 4 Intense And Beneficial Kettlebell Exercises,5.0,5,0.5,2,Health & Fitness,Fitness,Kettlebell,Taco Fleur,English,False,1,9,0,4 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,62564,Udemy Online Course Creation MasterClass - Unofficial,4.3,5,0.5,182,Teaching & Academics,Online Education,Online Course Creation,"John Colley MBA, MA(Cantab)",English,False,0,4,0,13 hours,70,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2991534,Backlinks University - Link Building Strategies for 2021,5.0,5,0.5,47,Marketing,Search Engine Optimization,SEO,Ibrahim Elsherbiny,English,False,0,0,0,4 hours,0,No,59.98,
0,2835376,Essentials of Customer Service,5.0,5,0.5,2,Business,Management,Customer Experience Management,Saurabh Jetli,English,False,0,3,0,36 mins,2,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4172992,Implementing a Customer Experience (CX) Program,0,0,0,0,Business,Business Strategy,Customer Experience Management,Glen Brynteson,English,False,0,1,0,37 mins,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1460614,Top 10 WordPress Plugins For Business Websites [Beginners],4.7,5,0.5,25,Marketing,Search Engine Optimization,WordPress Plugins,Kent Mauresmo,English,False,0,0,0,1.5 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4015726,Building Microservices with .NET - Security and Identity,4.4,5,0.5,40,Development,Software Engineering,Microservices,Julio Casal,English,False,0,2,0,5.5 hours,23,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,348900,SAP ABAP : Enhancement & Modification to SAP Standard,4.3,5,0.5,340,Office Productivity,SAP,SAP ABAP,Lukman Hakim,English,False,0,0,0,3 hours,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2126094,Customer Service English Essentials,4.7,5,0.5,3091,Teaching & Academics,Language Learning,Business English,Luke Priddy,English,False,0,0,0,7 hours,13,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1005814,The Basics of Household Wiring. The Electrical System A to Z,4.5,5,0.5,2129,Lifestyle,Home Improvement,Electricity,Terry Peterman,English,False,0,1,0,2 hours,13,Yes,108.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,3556099,B2B Sales Masterclass: People-Focused Selling,4.6,5,0.5,886,Business,Sales,B2B Sales,Kevin Dorsey,English,False,0,6,0,3 hours,0,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,236832,Kindle Secrets: How I Wrote a Best Selling eBook In 72 hours,4.2,5,0.5,1508,Business,E-Commerce,Amazon Kindle Direct Publishing (KDP),Benjamin Wilson,English,False,0,4,0,3.5 hours,1,Yes,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,2886834,My Google Classroom: Google Classroom Made Easy to Beginners,3.7,5,0.5,358,Teaching & Academics,Teacher Training,Google Classroom,OMG - Mastermind,English,False,0,2,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,442898,Build a PVC Drip Irrigation System for your Garden,4.5,5,0.5,140,Lifestyle,Home Improvement,Gardening,Rick Stone,English,False,0,1,0,2 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,441230,Become a Dental Assistant: Have a Mobile and Flexible Career,4.5,5,0.5,144,Health & Fitness,Other Health & Fitness,Dentistry,Natasha McDowall,English,False,0,4,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4067808,CFM Practice Test Question Eazy QuickPoints 400Q - Part 1,0,0,0,0,Teaching & Academics,Test Prep,Maintenance Management,Ezekiel Ekata,English,False,4,0,0,,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,556814,Finding Your Life's Purpose by Eckhart Tolle,4.6,5,0.5,1438,Personal Development,Personal Transformation,Life Purpose,Eckhart Tolle,English,False,0,5,0,1.5 hours,1,No,88.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,915782,Master Microsoft PowerShell,4.4,5,0.5,7261,IT & Software,Other IT & Software,PowerShell,Tom Meservy,English,False,0,0,0,2 hours,5,Yes,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,245090,Small Business Lead Generation,4.1,5,0.5,482,Business,Sales,Lead Generation,Scott Britton,English,True,0,0,0,5 hours,2,No,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,1065144,Men's Fashion: Tips on How To Dress Well,3.8,5,0.5,58,Design,Fashion Design,Fashion,Gregory Boutte,English,False,0,0,0,1.5 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4131198,Certified English Drama and Indian Dance lesson Class Part17,0,0,0,0,Teaching & Academics,Online Education,English Writing,Sarita Wariyer,English,False,0,1,0,2 hours,1,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4106448,Mastering Life Progression,0,0,0,0,Personal Development,Stress Management,Life Purpose,Femi Ayeni,English,False,0,0,0,3 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,29010,Solving quadratic equations using various methods,5.0,5,0.5,1,Teaching & Academics,Math,,Christof Alberts,English,False,0,0,0,1 hour,10,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4057808,Comprehensive Asperger Syndrome Awareness Course,5.0,5,0.5,1,Health & Fitness,Mental Health,,Alpha Academy,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4098290,Control systems from beginning for engineering students,0,0,0,0,Teaching & Academics,Engineering,Control Systems,Bagya anuradha,English,False,0,0,0,6.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2970356,The Beauty of Infant Massage,5.0,5,0.5,1,Health & Fitness,Other Health & Fitness,Massage,Barbara Caushi,English,False,0,0,0,2 hours,1,No,29.98,
0,1010580,WordPress for Beginners: Create a Website Step by Step,4.8,5,0.5,5156,Design,Web Design,WordPress,Brad Schiff,English,False,0,1,0,4.5 hours,1,No,94.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1308860,How to organise successful events,4.1,5,0.5,157,Marketing,Marketing Fundamentals,Event Planning,"Chris Powell, The Event Expert",English,False,0,0,0,5.5 hours,26,No,108.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,1140314,Learn Microsoft Windows 10 the Easy Way for Beginners,4.2,5,0.5,1268,IT & Software,Operating Systems & Servers,Microsoft Windows,Simon Sez IT,English,False,0,2,0,8 hours,2,Yes,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4111422,The Key To 5D: A Spiritual Awakening Course,0,0,0,0,Personal Development,Religion & Spirituality,Enlightenment,Andrew Narouz,English,False,0,32,0,4.5 hours,0,No,34.98,
0,4172686,Music Theory - Quick And Easy Way To Understand Music Theory,5.0,5,0.5,1,Music,Music Fundamentals,Music Theory,Omar Meho,English,False,0,0,0,1.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3005500,Reset your business,5.0,5,0.5,1,Business,Business Strategy,,Stuart Ross,English,False,0,0,0,1.5 hours,20,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1022836,Psychology and Therapy of Addictions -ACCREDITED CERTIFICATE,4.5,5,0.5,1216,Health & Fitness,Mental Health,Addiction Recovery,"Elmira Strange, MPhil, Dip",English,False,0,1,0,2 hours,8,No,118.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3746682,Developmental Leadership: The Performance Growth Model,5.0,5,0.5,1,Business,Management,Leadership,Christa Sandidge,English,False,0,0,0,1 hour,13,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,764164,The Complete Web Developer Course 2.0,4.5,5,0.5,67586,Development,Web Development,,Rob Percival,English,True,0,143,0,30.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,660532,Creative Thinking Genius Vol. 1:  Unleash Your Creativity,4.6,5,0.5,218,Personal Development,Creativity,,Ken Wells,English,False,0,1,0,1.5 hours,14,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3771436,Roles of Money Laundering Reporting Officer MLRO (AML CFT),4.3,5,0.5,10,Finance & Accounting,Compliance,Anti-Money Laundering,Compliance Security and Risk Management,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3954116,Introduction to Psychology Practice Test Quiz Bank - 3,0,0,0,0,Personal Development,Motivation,Psychology,Tsisana Kharabadze,English,False,6,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3973622,Master The Ancient Art Of Alchemy: Inner Transformation Now!,4.8,5,0.5,4,Personal Development,Personal Transformation,Yoga,Mark Keane,English,False,0,1,0,12 hours,12,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,314744,Lean Six Sigma Green Belt Online Course (2020),4.3,5,0.5,4128,Business,Operations,Lean Six Sigma Green Belt,Nilakantasrinivasan Janakiraman,English,False,0,16,0,14.5 hours,113,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3980830,OBS Studio - Essential training  on Obs Studio Course,4.5,5,0.5,5,Photography & Video,Other Photography & Video,Open Broadcaster,Nshuti Paulin,English,False,0,0,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2530586,Primavera P6 Professional Step-by-Step from Novice to Expert,3.9,5,0.5,49,Office Productivity,Oracle,Oracle Primavera,Helpful And Fast Media,English,False,0,0,0,5 hours,2,No,138.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2465872,Wholesaling Real Estate Made Easy - 2021 (Contract Included),4.6,5,0.5,249,Business,Real Estate,Real Estate Investing,Ryan David,English,False,0,1,0,1.5 hours,8,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3582293,Confidence on Zoom: Tips and Tools to Look Like a Pro,4.6,5,0.5,319,Photography & Video,Other Photography & Video,Video Conferencing,Alexa Fischer,English,False,0,0,0,3 hours,6,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,794648,"Phantom & Mavic Filmschool 3 - 3D models, Focus, Follow",4.7,5,0.5,318,Photography & Video,Other Photography & Video,Aerial Photography,Laurence Seberini,English,False,0,0,0,5.5 hours,1,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3274026,The Complete Sketchup & Vray Course for Exterior Design,4.4,5,0.5,255,Design,Architectural Design,SketchUp,Manish Paul Simon,English,False,0,0,0,5 hours,0,No,78.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3508574,CMRP Exam : Best Practices of Maintenance and Reliability,4.2,5,0.5,13,Business,Industry,Certified Maintenance & Reliability Professional (CMRP),M Das,English,False,0,0,0,9 hours,2,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1415562,Building Influence at Work,4.4,5,0.5,2530,Personal Development,Career Development,Influence Skills,"Andrew Luttrell, Ph.D.",English,False,0,1,0,1 hour,7,Yes,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4151252,Intro to cake decorating,0,0,0,0,Lifestyle,Food & Beverage,Cake Decorating,Brittney martin,English,False,0,0,0,36 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3893040,Learn Parkour and Freerunning - Basic to Intermediate Skills,4.3,5,0.5,3,Health & Fitness,Sports,Parkour,Tim Johnson,English,False,0,3,0,4 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2974822,"ADHD: Empowering Meditations, A Proven Natural Treatment",5.0,5,0.5,1,Health & Fitness,Meditation,,Brigette Brown,English,False,0,0,0,1 hour,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,839607,Mixing a Song From Start to Finish,4.5,5,0.5,628,Music,Music Production,Music Mixing,Matt Hayes,English,False,0,0,0,8 hours,3,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2824431,IFRS 15 - Revenue from Contracts with Customers,4.9,5,0.5,6,Finance & Accounting,Accounting & Bookkeeping,IFRS,Syed Muhammad Ali Shah,English,False,0,0,0,4.5 hours,0,No,40.98,
0,4027646,Addressing Learning Loss in the Return to School Phase,4.8,5,0.5,2,Teaching & Academics,Teacher Training,Learning Strategies,Dr. Dheeraj Mehrotra,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3114550,Python for Data Science: Learn Data Science From Scratch,4.9,5,0.5,19,Development,Data Science,,Oak Academy,English,False,0,2,0,9.5 hours,9,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3678668,The Hassle Free Whole Food System,5.0,5,0.5,1,Health & Fitness,Nutrition,Vegan Cooking,Mick Stone,English,False,0,0,0,1 hour,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2996918,Acrylic lesson - Lavender fields in Provence - Landscape,5.0,5,0.5,2,Lifestyle,Arts & Crafts,Acrylic Painting,Ekaterina Fedorova,English,False,0,5,0,2.5 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3878924,Designing a Processor with VHDL and Xilinx Vivado,5.0,5,0.5,2,IT & Software,Hardware,VHDL,Kumar Khandagle,English,False,0,20,0,5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
