,ID,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
0,3474526,Thai Cooking Masterclass Cooking for beginners,5.0,5,0.5,1,Lifestyle,Food & Beverage,Thai Cooking,Jeremy Simeon,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3849174,QuickBooks Online Multi-Currency Feature Complete Mastery,5.0,5,0.5,4,Finance & Accounting,Accounting & Bookkeeping,QuickBooks,Mark Smolen,English,False,0,0,0,2 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,671084,Amazon - Home Business - Make An Amazon Empire From Home,4.5,5,0.5,1061,Business,E-Commerce,Amazon FBA,Lawrence King,English,False,0,0,0,2.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4085578,Build Your Own Affiliate Marketing System with WordPress,5.0,5,0.5,2,Marketing,Affiliate Marketing,,Being Commerce,English,False,0,1,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2676528,Root Cause Analysis and the 8D Corrective Action Process,4.5,5,0.5,1320,Business,Operations,Root Cause Analysis,"Ray Harkins, The Manufacturing Academy",English,False,0,0,0,10 hours,11,Yes,88.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,1693112,Learn to Bake Panettone,3.8,5,0.5,209,Lifestyle,Food & Beverage,Baking,Teresa L Greenway,English,False,0,4,0,1 hour,2,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3382266,Make Money from YouTube with No Marketing and No Filming!,3.7,5,0.5,97,Marketing,Other Marketing,YouTube Marketing,Youtube Success,English,False,0,0,0,2.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3425762,Advanced paper floral jewelry,5.0,5,0.5,1,Design,Fashion Design,Jewelry Making,Rekha Garg,English,False,0,1,0,4 hours,2,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3962194,An Investigator's Guide to Creating the New You Online,4.9,5,0.5,5,Business,Other Business,Investigation,Eric Neal,English,False,0,0,0,3.5 hours,0,No,34.98,
0,3535202,How to Have an Out-of-Body Experience,5.0,5,0.5,1,Lifestyle,Esoteric Practices,Spirituality,Marilynn Hughes,English,False,0,0,0,3.5 hours,1,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2792312,Beginner Singing Course For Men - Sing Better Today,4.6,5,0.5,233,Music,Vocal,Singing,Adam Mishan,English,False,0,0,0,1 hour,4,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3320492,Choosing an Appropriate Distribution,4.9,5,0.5,4,Development,Data Science,Statistical Modeling,Fernando Hernandez,English,False,0,0,0,2 hours,3,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3385726,IELTS Letter Writing Band 9,5.0,5,0.5,1,Teaching & Academics,Test Prep,IELTS,Nail Bakiev,English,False,0,0,0,6 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3897858,OBS Studio Screen Recording & Streaming Complete Tutorial,4.2,5,0.5,29,Photography & Video,Other Photography & Video,Open Broadcaster,Kush Sharma,English,False,0,2,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3888768,"Exploring Egypt, Travel Tribe Culture Series",0,0,0,0,Lifestyle,Travel,Cultural Awareness,Kelsey Betzelberger,English,False,0,0,0,39 mins,5,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2887900,Principles and Practice of Mindfulness Leadership,5.0,5,0.5,1,Personal Development,Happiness,Meditation,Dr. Ujjwal Bikram Khadka,English,False,0,0,0,35 mins,10,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4072316,Build a branded dropshipping store with Shopify,0,0,0,0,Business,E-Commerce,Shopify Dropshipping,Maja Ferina Shapteva,English,False,0,0,0,43 mins,0,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3941282,Fortinet Network Security Analyst practice Test certificate,0,0,0,0,IT & Software,Network & Security,Fortinet NSE,Nadia NaNa,English,False,4,0,0,,0,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3619704,Video Game Assets Series: Creating a Nursery House in Zbrush,0,0,0,0,Design,Game Design,zBrush,Sunny Kapoor,English,False,0,0,0,6.5 hours,23,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4119762,Beginners Excel Course in Hindi (हिंदी),0,0,0,0,Finance & Accounting,Finance,Excel,Mihir Kapuria,English,False,0,0,0,9 hours,18,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3475204,Reducing AWS Costs - Learn to slash your AWS bill!,5.0,5,0.5,3,IT & Software,Operating Systems & Servers,Amazon AWS,Rick Crisci,English,False,0,0,0,3 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,123238,"Biotechnology/Biotech Business, Policy, Law, and Science",4.4,5,0.5,1186,Business,Industry,Biotechnology,"Yali Friedman, Ph.D.",English,False,0,1,0,6.5 hours,0,Yes,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2316716,Adobe Captivate Fundamentals,4.3,5,0.5,699,Teaching & Academics,Online Education,Adobe Captivate,Jeff Batt,English,False,0,2,0,6.5 hours,3,Yes,138.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4160664,Preparing for Success in Organic Chemistry,0,0,0,0,Teaching & Academics,Science,Organic Chemistry,David A. Jeffrey,English,False,0,0,0,4 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2073524,Become a HVAC Professional - Part 1/3- Fundamentals & Basics,3.7,5,0.5,637,Design,Other Design,HVAC,Learnig Lab,English,False,0,8,0,3.5 hours,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3790218,Earth-bag building,0,0,0,0,Design,Architectural Design,,Xavier Colombet,English,False,0,0,0,42 mins,4,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4132086,How to create Databases and Tables in Microsoft SQL Server,4.4,5,0.5,2,Development,Database Design & Development,SQL Server,Bluelime Learning Solutions,English,False,0,0,0,2 hours,2,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,655658,THE SCIENCE & SECRETS TO WEIGHT LOSS.,5.0,5,0.5,1,Health & Fitness,Dieting,Weight Loss,Tim Dee,English,False,0,2,0,2.5 hours,0,No,29.98,
0,4067874,Adobe XD Mega Course  - User Experience Design,4.6,5,0.5,225,Design,User Experience Design,,Alan Ayoubi,English,False,0,1,0,8.5 hours,6,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,52115,Science-Based Dog Training (with Feeling) - All 3 Days,4.6,5,0.5,1315,Lifestyle,Pet Care & Training,Dog Training,Ian Dunbar,English,True,0,1,0,18 hours,0,No,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,2691396,Implementing Windows Server 2016 Infrastructure Services,5.0,5,0.5,4,IT & Software,Operating Systems & Servers,Windows Server,Jean-Marie Bellerose,English,False,0,0,0,1 hour,10,No,29.98,
0,375070,"Self Defense Made ""Real"" Easy",4.4,5,0.5,357,Health & Fitness,Self Defense,Self-Defense,David Alexander,English,False,0,0,0,2.5 hours,0,No,44.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,3090658,practical clickbank affiliate marketing.,0,0,0,0,Marketing,Affiliate Marketing,ClickBank,Ramesh Baral,English,False,0,0,0,17 hours,7,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3548110,De-stressing with creative exercises,5.0,5,0.5,5,Personal Development,Stress Management,,Eva Buis,English,False,0,0,0,32 mins,3,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3865884,Mantras for Health and Happiness,0,0,0,0,Personal Development,Happiness,Spirituality,Indiajiva Music,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3724022,Adobe After Effects - Create Glitch Lower Thirds,5.0,5,0.5,1,Photography & Video,Video Design,After Effects,Batuhan Guler,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1154438,50 Tools for the Ultimate Accelerated Learning Office,4.7,5,0.5,29,Personal Development,Memory & Study Skills,Learning Technologies,Timothy Kenny,English,False,0,3,0,10 hours,0,No,168.98,"{'amount': 27.0, 'currency': 'SGD', 'price_string': 'S$27', 'currency_symbol': 'S$'}"
0,2838628,Writer's Alchemy: Overcoming Writer's Block,0,0,0,0,Personal Development,Creativity,Writing,Di'Margaret Serafin,English,False,0,0,0,4.5 hours,20,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4007996,Setting Your Future,0,0,0,0,Business,Entrepreneurship,Growth Mindset,Chris Spratling,English,False,0,0,0,3.5 hours,6,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3576825,"The Bible Study: Grow, Model, and Share Your Christianity",5.0,5,0.5,2,Personal Development,Religion & Spirituality,Christianity,Scott Graham,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3229435,LIVING FREE 21 Day Guided Meditation Series,5.0,5,0.5,2,Personal Development,Happiness,Meditation,Jodi Aman,English,False,0,1,0,5.5 hours,1,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,594728,Navigating Entrepreneurship,5.0,5,0.5,2,Business,Entrepreneurship,Entrepreneurship Fundamentals,Larry Jacobson,English,False,0,0,0,1.5 hours,3,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3987492,Editing YouTube-videos in Adobe Premiere Pro for Beginners,4.5,5,0.5,4,Photography & Video,Video Design,Adobe Premiere,Evgeny Maximov,English,False,0,0,0,1.5 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3478384,Patwah Lessons With Nina,5.0,5,0.5,2,Teaching & Academics,Language Learning,Learning a Foreign Language,Karlene Levy,English,False,0,0,0,1 hour,13,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,823518,The Complete MEGA JAM Hip Hop Dance Class,4.6,5,0.5,194,Health & Fitness,Dance,Hip Hop Dancing,Jasmine Meakin,English,False,0,0,0,3 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3814668,How to easily write your first book while working full-time,5.0,5,0.5,1,Personal Development,Creativity,Writing a Book,Kareem Mostafa,English,False,0,0,0,1.5 hours,0,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2725594,Learn Quran Reading with Tajweed Juz 30,4.5,5,0.5,68,Teaching & Academics,Other Teaching & Academics,Quran,Mohamed Ezzat Farid,English,False,0,0,0,7 hours,0,No,49.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,389760,How To Use Skillfeed To Upload Videos and Tutorials,5.0,5,0.5,4,Marketing,Digital Marketing,Video Marketing,Scott McElroy,English,False,0,5,0,1 hour,3,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1453209,Become a Pro Handwriting Analyst: Graphology for all scripts,4.2,5,0.5,280,Personal Development,Other Personal Development,Handwriting Analysis,Paresh P Chitnis,English,False,0,10,0,3.5 hours,2,No,158.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,780572,How To Sing  #2: Increase Vocal Range & Blend Registers,4.7,5,0.5,691,Music,Vocal,Singing,Roma Waterman,English,False,0,7,0,2 hours,11,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3369594,Learn TradingView Pine Script Programming From Scratch,4.4,5,0.5,637,Finance & Accounting,Financial Modeling & Analysis,Programming Fundamentals,Paul D. Mendes,English,False,0,0,0,7.5 hours,15,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4137860,The Financial Picture,0,0,0,0,Finance & Accounting,Money Management Tools,Personal Finance,Travis Thomas,English,False,0,0,0,2 hours,4,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,826238,Motivation 10X - The Complete Guide To Get Ultra Motivation,4.4,5,0.5,73,Personal Development,Motivation,,Silviu Marisk - Effective Learning Lab,English,False,0,12,0,2 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1330416,Learn lead guitar in the style of Carlos Santana,5.0,5,0.5,2,Music,Instruments,Guitar,David Taub,English,False,0,1,0,1 hour,3,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3994294,MD-100 Guide: Introduction to Microsoft Windows 10 MD-100,5.0,5,0.5,1,IT & Software,Operating Systems & Servers,Windows 10,Janets - Quality Education for All,English,False,0,0,0,12.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3939422,Corporate Finance #1 Introduction & Financial Statements,4.6,5,0.5,104,Finance & Accounting,Finance Cert & Exam Prep,Corporate Finance,Robert (Bob) Steele,English,False,0,0,0,15 hours,75,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3811088,Content Creation Tips for Social Media Marketing,4.1,5,0.5,29,Marketing,Content Marketing,Content Creation,Maria Papadouri,English,False,0,0,0,2.5 hours,1,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,846064,Generate Qualified Leads & Referrals w/ 10 Min Presentations,4.7,5,0.5,17,Marketing,Other Marketing,Presentation Skills,Will Dukes,English,False,0,1,0,1.5 hours,3,No,49.98,
0,3656436,Festivals of India - For Kids,5.0,5,0.5,1,Teaching & Academics,Social Science,,Sonali Pradhan,English,False,0,0,0,2.5 hours,39,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4179962,Cyber Security Table Top,0,0,0,0,IT & Software,Network & Security,Cyber Security Awareness,Jim Guckin,English,False,0,0,0,9.5 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4198850,Pass The Job interview Phone Screen With Flying Colors,4.4,5,0.5,5,Business,Human Resources,Job Search,Alex Genadinik,English,False,0,1,0,1 hour,5,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3592744,Zoho CRM for Administrators.  Take Control of Your CRM!,5.0,5,0.5,1,IT & Software,Other IT & Software,Zoho,Tabish Alam,English,False,0,0,0,2.5 hours,0,No,59.98,
0,629302,Learn Python Programming Masterclass,4.5,5,0.5,78624,Development,Programming Languages,Python,Tim Buchalka,English,True,0,14,32,63 hours,16,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3192026,"Instagram Masterclass for Individuals, Brands and Businesses",0,0,0,0,Marketing,Growth Hacking,Instagram Marketing,Anna Semianova,English,False,0,0,0,3 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3914702,The Complete Shopify Aliexpress Dropshipping Course,0,0,0,0,Business,E-Commerce,Shopify Dropshipping,Muhammad Siffat,English,False,0,0,0,12.5 hours,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1864868,Beginner Vocal Warm Up Course,5.0,5,0.5,3,Music,Vocal,Singing,Dylan Ball,English,False,0,0,0,1.5 hours,7,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3656344,The Principles of Good Singing ( In Hindi ),4.2,5,0.5,40,Music,Vocal,Singing,Rahul Sharma,English,False,0,2,0,6 hours,7,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,506916,Amazon SEO Optimization 3.0 For FBA Private Label Products,4.3,5,0.5,387,Marketing,Search Engine Optimization,Amazon FBA,Damir Šerbečić,English,False,0,6,0,2 hours,8,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3455270,"A Course in Miracle, Experience 4 (for Students) - ACIMe.4",5.0,5,0.5,1,Personal Development,Self Esteem & Confidence,Enlightenment,Rev. Devan Jesse Byrne,English,False,0,0,0,4.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3493000,Get Famous by singing right now,0,0,0,0,Music,Vocal,Singing,Ronny Engelke,English,False,0,0,0,1 hour,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1504862,Internationally Accredited Diploma Certificate in Nutrition,4.5,5,0.5,8773,Health & Fitness,Nutrition,,Akash Sehrawat,English,False,1,8,0,4.5 hours,21,Yes,168.98,"{'amount': 27.0, 'currency': 'SGD', 'price_string': 'S$27', 'currency_symbol': 'S$'}"
0,3768250,Create 3D Property Tours w/ 360 Cameras + Matterport VR Tech,4.3,5,0.5,4,Photography & Video,Other Photography & Video,Real Estate Photography,Forge Productions,English,False,0,0,0,1 hour,0,No,98.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3598798,Kingscrusher's Chess Tactics Training - Volume 1,4.4,5,0.5,16,Lifestyle,Gaming,Chess,Tryfon Gavriel,English,False,0,0,0,20.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4084026,CERTIFIED: Intuitive Development and Transcendence,5.0,5,0.5,1,Personal Development,Religion & Spirituality,Intuition,Roos Malmberg,English,False,0,0,0,2.5 hours,1,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,551788,Global Marketing Research and Analytics,4.4,5,0.5,125,Marketing,Other Marketing,Market Research,Dr. Hector Gonzalez-Jimenez,English,False,0,0,0,4 hours,0,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1522272,Windows Server 2016 Administration,4.6,5,0.5,4342,IT & Software,Operating Systems & Servers,Windows Server,Kevin Brown,English,True,0,0,0,10.5 hours,4,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,484366,Manage Workplace Stress & Strike a Balance,4.3,5,0.5,4176,Business,Human Resources,Stress Management,Eleventure Team,English,False,0,0,0,23 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3840144,Maximum studying potential unlocked,4.1,5,0.5,4,Personal Development,Memory & Study Skills,Study Skills,Anthony Palfrey,English,False,0,0,0,1 hour,2,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2508064,"Pass Your Rockschool Guitar Exam With Success, Grade Debut-2",5.0,5,0.5,1,Music,Music Fundamentals,Guitar,"Samantha Richards BMus (Hons), PGCE",English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1266662,Axure RP 8 - Comprehensive training for UX Design,4.0,5,0.5,693,Design,User Experience Design,Axure RP,Anand Padia,English,False,0,0,0,4 hours,82,No,94.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4082098,Generate 100 Organic Leads Within Jsut 10 Days,4.0,5,0.5,1,Marketing,Digital Marketing,Lead Generation,Dr. RAVISANKAR AV,English,False,0,0,0,1.5 hours,0,No,29.98,
0,364040,"Journalism -TV Reporters, News Anchors Look Great on TV",4.7,5,0.5,172,Business,Media,Journalism,TJ Walker,English,False,0,4,0,41 mins,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1822298,Menthor 1.0: Communication and Personal Branding,4.1,5,0.5,61,Personal Development,Personal Brand Building,Personal Branding,Andrei Emanuel Pop,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,4198074,The Cash Flow statement - how to forecast,0,0,0,0,Finance & Accounting,Financial Modeling & Analysis,Cash Flow,Daniel Alexandru Petrescu,English,False,0,0,0,1.5 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1524204,Accounting 101 - The Principles Of Accounting,4.5,5,0.5,479,Finance & Accounting,Accounting & Bookkeeping,Accounting,Shakir Elahi,English,False,0,0,0,1.5 hours,1,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3628276,DaVinci Resolve 17 video editing course || Absolute Beginner,5.0,5,0.5,51,Photography & Video,Video Design,DaVinci Resolve,Easy Learning Academy,English,False,0,0,0,3 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3052048,Google Analytics reports in Google spreadsheets,4.7,5,0.5,12,Marketing,Marketing Analytics & Automation,Google Analytics Reports,Pavel Brecik,English,False,0,0,0,2.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3796770,Script Work Series,5.0,5,0.5,1,Teaching & Academics,Humanities,Acting,Emma Paunil,English,False,0,0,0,1.5 hours,6,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1444056,Lean Six Sigma Yellow Belt Certification (Accredited),4.5,5,0.5,3371,Business,Operations,Six Sigma Yellow Belt,Advanced Innovation Group Pro Excellence (AIGPE),English,False,0,30,0,6.5 hours,145,Yes,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3684278,Intro to Piano Chords and Holiday Songs,4.9,5,0.5,7,Music,Music Techniques,Piano,Sarah Bonsignore,English,False,0,0,0,2 hours,15,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3773728,Meditation Essentials,0,0,0,0,Health & Fitness,Meditation,Mindfulness,Nico Redelinghuys,English,False,0,0,0,1 hour,6,No,64.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4144760,Real Practice Tests AZ-900 - Microsoft Azure Fundamentals,3.0,5,0.5,7,IT & Software,IT Certifications,Microsoft Certification,Bhanwar Lal,English,False,5,0,0,,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2265618,Child Development - From Birth to 3 years old,4.4,5,0.5,201,Teaching & Academics,Other Teaching & Academics,Early Childhood Education,SEED Institute Pte Ltd,English,False,0,0,0,1.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1356020,Blender Character Creator v2.0 for Video Games Design,4.7,5,0.5,4241,Development,Game Development,3D Animation,GameDev.tv Team,English,True,0,2,0,16.5 hours,3,Yes,178.98,"{'amount': 30.0, 'currency': 'SGD', 'price_string': 'S$30', 'currency_symbol': 'S$'}"
0,475250,SAP : Supply Chain Logistics in R/3,4.3,5,0.5,2365,Office Productivity,SAP,Supply Chain,Abdul Maulud,English,True,0,0,0,20 hours,51,Yes,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,1355158,"Creativity, Design Thinking, and Innovation for Business",4.4,5,0.5,14271,Business,Management,Creativity,Joeel & Natalie Rivera,English,False,0,18,0,2 hours,25,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4099642,The USA Citizenship Practice Test Latest 2021 - USCIS,5.0,5,0.5,1,Teaching & Academics,Test Prep,Immigration,Jyoti singh,English,False,5,0,0,,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,912154,Final Cut Pro X for Beginners: 60 Second Brand Promo!,4.7,5,0.5,6,Marketing,Video & Mobile Marketing,Final Cut Pro,Duncan Rogoff,English,False,0,0,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4119178,Grade 4 MCAS - Massachusetts Comprehensive Assessment System,0,0,0,0,Teaching & Academics,Test Prep,Math,Syeda Sumaiya,English,False,0,0,0,1 hour,25,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
